Gene	SJMMALZ058765_G1	SJMMALZ058766_G1	SJMMALZ058768_G1	SJMMALZ058769_G1	SJMMALZ058771_G1	SJMMALZ058772_G1	SJMMALZ058773_G1	SJMMALZ058774_G1	SJMMALZ058775_G1	SJMMALZ058776_G1	SJMMALZ058778_G1	SJMMALZ058779_G1	SJMMALZ058780_G1	SJMMALZ058781_G1	SJMMALZ058782_G1
ENSMUSG00000031637	26	14	41	41	24	45	34	62	64	65	34	55	28	75	42
ENSMUSG00000087157	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0
ENSMUSG00000031636	323	116	157	138	64	86	99	207	133	152	76	236	136	104	59
ENSMUSG00000022759	178	168	261	190	205	186	322	203	462	270	101	368	228	89	108
ENSMUSG00000087158	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000031635	6	0	1	0	0	0	0	0	0	0	0	20	0	0	0
ENSMUSG00000022758	1226	1347	1617	1493	1001	972	1184	1281	1173	1860	820	1381	1563	1568	840
ENSMUSG00000022705	1	0	0	5	0	1	1	0	6	8	0	24	0	1	0
ENSMUSG00000029610	1386	1636	1948	1919	1133	1516	1298	1382	1654	2033	1152	1719	1688	1692	1110
ENSMUSG00000022706	2983	2829	3557	3823	2193	2804	2389	2785	3269	4127	2088	3400	2796	2865	1936
ENSMUSG00000029613	12933	12879	15649	13638	8806	11456	9890	12801	12343	16470	8389	14000	11957	12779	8290
ENSMUSG00000022704	2701	2887	3328	3932	1757	2354	2575	2492	2967	4004	1703	3281	2552	3150	1555
ENSMUSG00000022701	940	907	1152	1155	686	909	859	993	1299	1521	569	1150	815	918	516
ENSMUSG00000029614	24723	26100	31658	36085	17280	22984	22419	24177	29967	42676	17800	37771	26303	30095	16369
ENSMUSG00000022702	12400	12643	15482	14161	8462	10808	10671	11586	10569	15794	8086	12618	11222	11914	7969
ENSMUSG00000029617	4831	4780	6244	5485	3548	4586	4040	4775	5118	6689	3387	5703	4679	4831	3200
ENSMUSG00000029616	7868	9291	9924	13539	5566	7362	7193	6694	9096	13329	6027	11404	7663	8712	4982
ENSMUSG00000000740	13360	13481	16810	23027	9781	11813	13831	14465	17708	25681	10023	21720	14606	16003	9223
ENSMUSG00000041115	48473	52364	57802	60498	32097	40946	37769	39254	34394	55416	32910	40704	41609	37483	29631
ENSMUSG00000041119	2464	2132	2064	2779	1264	1786	1781	1754	2050	2736	1366	2446	1538	1873	1143
ENSMUSG00000022707	1909	1870	2329	1614	1337	1722	1536	1837	2082	2531	992	2290	1831	1924	1201
ENSMUSG00000041117	653	816	676	1148	390	556	571	509	720	894	333	877	600	654	364
ENSMUSG00000022708	6936	6231	7781	7708	3358	5739	5277	5584	9297	9585	3657	11994	6024	8894	3427
ENSMUSG00000082990	2	4	2	1	3	6	1	1	7	7	1	5	6	13	2
ENSMUSG00000082991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082994	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000082995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041112	22646	20778	25004	22839	14447	20004	15702	18814	20582	25549	15736	24150	16521	18520	14122
ENSMUSG00000082996	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082998	42	17	50	60	14	35	20	39	52	48	24	50	32	46	14
ENSMUSG00000029618	89	72	94	44	56	108	46	58	58	78	50	60	37	28	29
ENSMUSG00000082999	49	32	43	42	18	23	12	30	37	67	23	42	18	24	17
ENSMUSG00000000743	14919	16376	17573	22242	9539	13859	12252	12030	13971	19803	11277	17163	13558	12995	9270
ENSMUSG00000029602	14554	27131	21334	35443	12679	17758	18243	9388	16187	25487	15804	19813	14771	14506	12436
ENSMUSG00000029601	188	225	197	293	81	121	185	138	421	230	122	281	153	153	134
ENSMUSG00000029600	2863	2949	3243	3812	2118	2515	2407	2495	2519	3495	2002	2913	2659	2681	1829
ENSMUSG00000029605	122	97	137	215	62	78	44	114	295	465	55	252	217	270	71
ENSMUSG00000000730	31	7	16	15	0	7	8	8	14	24	27	5	3	33	16
ENSMUSG00000029603	12322	15665	15308	21375	9687	11703	12006	11239	11360	17684	10462	14511	13069	12907	8977
ENSMUSG00000000731	21	19	24	37	14	19	49	34	39	24	20	75	47	67	40
ENSMUSG00000000732	604	457	806	822	423	352	573	646	1276	1355	328	1654	1330	1391	392
ENSMUSG00000029607	409	268	390	406	261	303	268	372	406	424	233	354	278	339	158
ENSMUSG00000029608	100999	119745	128556	134862	80544	102963	94235	90986	81981	142543	76159	104837	111190	74708	76614
ENSMUSG00000000739	6	8	18	24	15	31	30	18	73	49	13	44	54	25	30
ENSMUSG00000000738	9365	9484	11214	12546	6451	7553	8453	8091	8386	11691	6370	10623	8323	9382	6269
ENSMUSG00000022723	1509	1046	1153	1493	615	850	944	799	1644	1378	546	2176	908	1268	595
ENSMUSG00000029636	17969	18081	20272	20672	11994	16727	16779	14614	18365	24118	12318	19395	19502	17241	11712
ENSMUSG00000022724	1112	1461	1455	1550	870	1144	853	777	1352	1624	820	1443	885	1140	659
ENSMUSG00000022721	5906	6046	7258	8858	3994	5147	5291	5214	6048	9043	4154	7170	5665	5983	3524
ENSMUSG00000029638	87	64	79	73	69	86	66	192	198	173	32	74	62	141	30
ENSMUSG00000022722	3318	4067	4334	4356	2241	3296	2462	2650	4023	4494	2566	4031	2968	3034	2077
ENSMUSG00000029633	3300	3666	4436	3520	2590	3509	2967	3423	3878	5030	2235	4066	3532	4036	2148
ENSMUSG00000029632	24042	24214	28552	28761	17005	22576	19336	23824	25850	31610	15954	27350	22619	22742	15864
ENSMUSG00000029635	4405	4767	5411	5639	2880	4056	3742	4124	4437	6213	3170	5483	3959	4279	2791
ENSMUSG00000029634	12696	13486	14963	11714	8537	11950	9058	10989	11365	15569	7775	12380	10841	11459	7672
ENSMUSG00000029630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082972	0	0	0	0	9	2	0	0	0	1	4	0	0	1	0
ENSMUSG00000082973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082974	0	1	0	0	1	0	0	0	0	4	0	0	0	1	0
ENSMUSG00000082975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036492	810	1376	1503	1443	1001	832	1284	1070	597	1423	739	757	1375	1495	787
ENSMUSG00000082971	0	1	3	0	2	0	1	0	2	2	0	2	0	1	4
ENSMUSG00000036499	5463	6723	7586	7268	4275	5757	4846	5291	6648	9119	3733	6790	5472	7086	3429
ENSMUSG00000082976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000724	1	1	0	9	1	1	0	1	5	2	5	5	1	1	0
ENSMUSG00000082977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082978	4	2	0	5	2	6	0	2	0	11	2	1	0	7	1
ENSMUSG00000082979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022710	27493	30003	34817	31561	20613	26104	22975	27481	26804	38827	17616	29684	25517	29749	15390
ENSMUSG00000029627	1375	1578	1831	1740	1063	1362	1111	1423	1388	1865	949	1621	1279	1434	875
ENSMUSG00000022711	4474	4112	5055	5111	2337	3257	3211	3568	4227	5557	2445	4893	3288	3967	2489
ENSMUSG00000029625	3536	3734	4720	6732	2938	3370	3976	3368	3995	6447	3168	4838	3970	4081	2410
ENSMUSG00000029624	3914	4744	4419	4893	2666	3974	3035	3288	3879	5237	2683	4756	3667	3817	2611
ENSMUSG00000029623	12670	13992	15688	17498	8816	11911	10328	12089	12312	16793	8947	14368	11862	11534	8515
ENSMUSG00000022715	275	532	462	351	169	256	199	243	111	230	130	333	123	103	164
ENSMUSG00000029622	2366	2183	2391	3701	1126	1632	1868	2915	4387	8246	1289	7686	3985	5674	1260
ENSMUSG00000029621	18728	20716	23652	25547	13693	18046	16169	17640	20562	26793	13579	26663	18980	20544	13428
ENSMUSG00000029620	0	1	1	0	0	0	2	0	0	2	0	1	1	2	0
ENSMUSG00000022718	5702	6360	6842	6548	3836	4988	4580	5154	5517	7482	3466	5710	4577	5861	3347
ENSMUSG00000082985	282	297	386	395	195	242	285	373	338	489	187	356	281	255	170
ENSMUSG00000082986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082983	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000082984	3878	3339	4500	4125	2852	3647	3547	3777	2966	5152	2604	3345	3806	3219	2369
ENSMUSG00000082981	2	6	0	4	6	4	0	8	8	12	2	12	4	18	1
ENSMUSG00000082982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082980	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000082989	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000711	28418	31402	35161	35957	19834	27012	24626	24305	28267	37620	20407	32278	27256	28035	18504
ENSMUSG00000082987	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029629	3792	4246	4343	4799	2191	3425	2853	2931	4115	5087	2307	4587	3027	3620	2097
ENSMUSG00000082988	410	408	540	366	262	376	289	416	412	470	329	483	403	527	246
ENSMUSG00000064481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064486	0	4	0	0	0	1	0	0	0	0	0	0	4	0	0
ENSMUSG00000064485	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000064484	16	25	14	26	10	22	13	22	15	32	20	8	18	26	11
ENSMUSG00000000782	1157	795	975	1229	628	812	806	660	812	1119	653	1275	1021	732	705
ENSMUSG00000031688	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1
ENSMUSG00000031684	954	1222	1241	1465	520	721	784	750	1040	1317	670	1266	951	1193	576
ENSMUSG00000031682	2	1	1	1	1	1	0	1	2	5	1	0	1	1	2
ENSMUSG00000000787	30178	40373	41959	38559	25784	41056	31463	35362	48521	60917	26028	47350	30107	49693	22198
ENSMUSG00000036478	3629	3756	5142	4877	2448	3377	3382	3210	4543	5902	2480	5364	3030	4638	2413
ENSMUSG00000031683	4522	4424	5043	5553	2596	3960	3408	3868	4791	5772	3091	5546	4155	4685	2659
ENSMUSG00000031681	3203	4746	4066	5118	2422	3245	3285	2768	3236	5365	2775	4376	3018	3546	2555
ENSMUSG00000036473	22998	31494	31966	32955	20156	23789	24056	22508	21896	35227	18154	23677	23357	22986	16168
ENSMUSG00000064489	1	1	3	1	2	0	0	1	0	2	11	3	0	6	0
ENSMUSG00000064472	0	0	8	0	0	8	2	0	0	2	1	4	0	3	0
ENSMUSG00000064471	3	3	2	3	1	6	0	0	1	1	2	3	1	1	0
ENSMUSG00000064476	16	10	26	14	8	6	5	7	23	42	13	12	2	23	15
ENSMUSG00000031698	786	1607	2202	1854	1274	742	1185	1229	461	1838	1422	775	1791	1555	795
ENSMUSG00000031697	2378	2705	3679	3807	2053	2540	2295	2375	2693	3653	1979	2975	2548	2447	1836
ENSMUSG00000014402	8590	8911	10813	9789	5923	7958	6664	7644	8535	11672	6033	9663	8078	8565	5552
ENSMUSG00000000776	2740	3086	3410	3844	1891	2555	2414	2495	2703	3713	2031	3242	2570	2858	1881
ENSMUSG00000031696	24153	29069	32574	27786	17701	25258	19744	22482	26985	36078	17299	30164	23860	25895	15773
ENSMUSG00000031691	31135	38028	41253	45075	22924	30105	29059	28177	29337	44010	24336	33622	29004	27766	21368
ENSMUSG00000064477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064478	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000036480	27	28	16	29	5	71	27	5	6	24	32	20	9	10	13
ENSMUSG00000036452	20526	24815	30452	24617	17580	22051	17882	21027	24258	30843	14860	22530	20986	24626	12469
ENSMUSG00000036459	827	686	940	1298	516	666	729	866	1028	1308	647	1103	735	738	468
ENSMUSG00000014418	2968	3230	3870	4492	1896	2724	2922	2905	3743	5389	2031	4521	3034	4124	1902
ENSMUSG00000000766	36	39	31	28	21	53	35	41	57	66	27	45	25	46	31
ENSMUSG00000036450	12294	12649	14924	14214	7541	10298	10252	10239	10741	14785	7969	12910	11058	11039	7985
ENSMUSG00000064496	7	0	7	4	3	1	6	6	0	13	1	4	5	2	3
ENSMUSG00000064495	7	6	24	10	10	3	22	14	7	13	7	24	16	13	1
ENSMUSG00000064498	5	12	7	10	4	6	7	5	7	7	2	10	5	4	15
ENSMUSG00000064497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064491	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
ENSMUSG00000064494	0	0	2	2	0	0	3	0	1	9	5	0	2	6	0
ENSMUSG00000064493	199	208	256	207	155	192	174	206	221	273	118	231	192	234	121
ENSMUSG00000000751	7177	7805	9044	9401	5209	7359	6144	7401	9516	10602	5150	9815	7790	8712	4816
ENSMUSG00000000753	1386	1764	1520	2810	776	1399	848	462	1153	1397	843	1933	1980	2007	1001
ENSMUSG00000064490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014426	2898	3152	3446	3609	2045	2545	2443	2700	2854	3891	1903	3255	2853	3204	1868
ENSMUSG00000036463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000759	7291	7416	8781	9639	5012	6847	6461	6823	8131	10691	5164	8741	6936	7700	4576
ENSMUSG00000036466	5120	6473	7646	7046	3703	5463	4226	3717	4791	6905	3393	5849	4297	3649	3636
ENSMUSG00000036469	2431	3924	4083	4293	2056	3019	2703	2753	3927	4871	2448	3476	3138	3991	1619
ENSMUSG00000036461	1082	1120	1309	1390	688	1119	1063	1080	1794	2209	851	2164	1212	1806	740
ENSMUSG00000013091	26	38	38	59	37	33	41	54	67	71	34	40	44	38	28
ENSMUSG00000091160	6	4	1	2	9	14	4	8	5	13	5	6	11	12	0
ENSMUSG00000091161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091162	765	1105	977	954	491	605	558	563	540	896	502	858	700	582	412
ENSMUSG00000029581	38026	42685	43178	52353	24909	32786	28418	35691	32558	54658	25432	41564	37130	32822	22934
ENSMUSG00000029580	144290	140712	165762	189208	92150	121048	116306	138589	154900	207598	98215	189015	146792	144089	94485
ENSMUSG00000066592	34	49	56	43	32	39	35	42	68	128	25	78	36	32	28
ENSMUSG00000029587	6298	6976	7786	7729	4485	5659	5423	5474	6135	8151	4209	6950	5412	6392	3888
ENSMUSG00000029586	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0
ENSMUSG00000066595	1708	2134	2309	2720	1414	1864	1767	1896	2373	3327	1222	2505	1981	2507	1247
ENSMUSG00000091164	117	169	213	222	129	132	198	142	214	296	132	201	135	187	111
ENSMUSG00000000792	2333	3683	3744	5350	2617	2951	3137	1951	3483	4145	3241	3339	4048	4769	2886
ENSMUSG00000091163	2	0	5	0	0	1	0	1	1	0	0	0	0	1	0
ENSMUSG00000091166	58	116	95	109	24	50	64	51	86	115	41	128	66	47	39
ENSMUSG00000091165	0	0	1	0	0	0	1	8	0	0	0	2	0	0	0
ENSMUSG00000000791	84	82	104	75	48	99	129	140	140	186	77	199	125	138	75
ENSMUSG00000091168	27	20	19	29	11	19	19	28	52	37	18	20	32	13	31
ENSMUSG00000091167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000794	532	569	297	574	289	455	295	343	544	780	253	490	359	580	113
ENSMUSG00000091169	136	123	186	133	76	158	147	121	84	200	71	156	177	148	97
ENSMUSG00000013083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091172	38	74	79	130	29	66	48	22	61	63	30	81	70	38	35
ENSMUSG00000091173	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ENSMUSG00000091170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091171	43	29	58	84	24	32	20	13	47	42	22	58	37	13	10
ENSMUSG00000013089	24645	30266	30028	31270	17209	20082	21500	18607	16372	29638	17416	23594	27005	23055	16864
ENSMUSG00000029594	1555	1677	1906	1753	1079	1536	1300	1434	1605	2140	1091	2103	1472	1659	1074
ENSMUSG00000029592	6742	6876	7692	8933	4499	6360	5974	6139	7567	10194	4551	9409	6644	7497	4279
ENSMUSG00000029591	249	259	327	331	160	269	164	290	276	402	151	302	191	204	187
ENSMUSG00000029598	16196	17796	20471	23050	12973	16236	15907	18819	16701	26829	12114	19911	19076	20407	13091
ENSMUSG00000029597	134	196	158	251	90	145	133	160	131	209	93	179	154	130	89
ENSMUSG00000029596	334	266	350	396	225	211	264	305	402	442	208	566	281	378	260
ENSMUSG00000029595	1	2	2	4	0	15	2	4	1	28	4	2	5	2	0
ENSMUSG00000091177	21	26	43	35	41	26	49	31	15	36	16	14	25	43	23
ENSMUSG00000091176	3	10	8	21	24	1	19	9	9	14	3	9	12	6	1
ENSMUSG00000091175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091174	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029599	8608	9026	9162	11156	5419	7624	6555	7683	7986	10927	6048	9365	7918	8177	5555
ENSMUSG00000091179	13	1	2	8	0	1	10	13	17	6	5	8	12	16	4
ENSMUSG00000091178	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0
ENSMUSG00000091181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091183	184	136	272	123	97	185	101	243	185	268	188	265	152	170	156
ENSMUSG00000013076	5856	6356	6262	8576	3438	5398	5179	4379	7017	8457	4306	8039	5830	5944	3393
ENSMUSG00000091184	0	0	0	3	0	2	4	0	0	2	0	0	0	0	0
ENSMUSG00000070594	15	4	28	26	2	9	0	16	29	56	18	53	23	30	8
ENSMUSG00000091180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029563	2406	1457	1419	1222	1271	2036	1494	1751	3034	2466	628	3434	821	1562	1149
ENSMUSG00000066571	4058	3890	4396	4266	2569	3639	3688	3596	4392	6185	2451	4891	3722	4667	2318
ENSMUSG00000029564	13	2	9	16	8	5	9	7	17	10	12	9	5	7	5
ENSMUSG00000029561	703	640	1013	1364	275	616	506	1015	2136	3889	537	3173	2663	2439	363
ENSMUSG00000029560	1829	1670	1932	2621	1142	1572	1589	1830	2438	3466	1413	3107	2143	2352	1264
ENSMUSG00000091189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091186	111	106	135	132	77	109	106	87	117	157	81	145	101	128	81
ENSMUSG00000091185	39	19	51	31	28	28	29	53	45	71	13	40	41	38	22
ENSMUSG00000091188	3	3	14	8	11	1	0	4	17	10	8	17	7	1	3
ENSMUSG00000029569	2617	2708	3154	3119	1728	2257	2190	2501	3005	3965	1835	3436	2514	3173	1550
ENSMUSG00000091187	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000091194	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000091195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091192	0	2	1	0	0	0	1	1	1	0	0	1	2	0	0
ENSMUSG00000091193	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091190	55	38	81	45	20	44	38	24	72	53	19	45	23	47	21
ENSMUSG00000091191	71	65	161	128	79	50	73	73	82	81	62	88	71	99	32
ENSMUSG00000029576	3248	3535	3691	5611	1981	2818	2917	2477	2837	4198	2424	3405	2606	2494	1825
ENSMUSG00000066583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029575	4275	5439	5489	7206	3191	4419	4052	3985	5426	6910	3626	6099	4510	4519	3261
ENSMUSG00000066584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029571	18971	21165	24886	20653	13936	19131	15054	19354	24051	27726	12837	23758	17408	21593	11290
ENSMUSG00000029570	2178	2578	2545	4365	1485	1521	2600	1898	1964	3625	1377	2820	2154	2469	1249
ENSMUSG00000066586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091199	0	0	0	1	0	1	0	0	0	12	0	11	6	1	4
ENSMUSG00000091198	0	0	2	2	1	0	3	0	3	1	0	0	0	3	1
ENSMUSG00000091197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029578	22618	25756	28092	30581	14727	20073	19407	19283	21793	29413	16479	24513	20580	20165	13701
ENSMUSG00000091196	1	0	5	0	1	0	1	1	3	0	0	1	1	0	0
ENSMUSG00000029577	27512	28005	30713	34200	17502	24489	23931	23285	21790	34754	18921	28161	24021	22054	18099
ENSMUSG00000080002	24	51	68	65	26	42	38	30	51	89	27	70	40	46	32
ENSMUSG00000080006	34	41	40	76	19	25	31	57	83	112	37	71	60	47	28
ENSMUSG00000029544	25749	20077	26710	23223	16914	19627	18148	30567	16634	27012	14301	21935	20076	18847	15329
ENSMUSG00000029545	985	1141	1007	1797	578	954	1003	963	1431	2010	777	1753	1120	1248	606
ENSMUSG00000029546	2	0	17	11	0	3	1	0	0	0	1	24	2	1	0
ENSMUSG00000029547	20934	21964	24124	28843	15144	18553	18950	20645	19820	30011	16076	23267	20627	21169	14840
ENSMUSG00000066553	1093	941	1235	1221	662	871	870	914	1140	1605	768	1414	1021	946	707
ENSMUSG00000066554	133	195	297	227	142	203	224	207	184	279	130	230	201	180	139
ENSMUSG00000029541	0	4	0	1	1	2	0	1	0	4	0	1	0	0	1
ENSMUSG00000066551	19248	21204	25307	24142	13320	17894	16609	17015	19395	24329	13059	22999	18109	20290	12390
ENSMUSG00000066568	9490	10239	11923	10357	6486	8416	7634	8758	10261	12643	6020	12348	9058	10843	5968
ENSMUSG00000029557	1002	1153	1266	1430	726	931	794	875	987	1243	808	1228	901	859	708
ENSMUSG00000029556	14	1	1	6	8	1	6	3	7	10	4	1	2	1	3
ENSMUSG00000029559	12621	13433	15377	18111	9059	11747	10222	11806	12071	16245	9242	14197	12189	12051	8624
ENSMUSG00000029550	9155	10860	12139	11658	6885	9240	7936	9164	9574	13224	7031	10609	8649	8496	6242
ENSMUSG00000029553	2	8	6	15	1	0	0	0	10	1	7	7	15	8	0
ENSMUSG00000029554	1837	1918	2272	2205	1366	1854	1691	2007	2196	2790	1238	2454	1872	2129	1370
ENSMUSG00000029551	1075	1266	1458	1467	832	889	846	916	1181	1493	755	1435	1040	961	808
ENSMUSG00000029552	372	324	297	466	182	252	201	203	401	527	204	521	249	412	214
ENSMUSG00000080021	7	14	12	23	4	8	9	8	12	18	8	11	6	2	13
ENSMUSG00000066537	0	0	0	0	1	0	0	1	0	4	0	3	0	0	0
ENSMUSG00000066538	528	737	787	596	474	699	380	557	699	777	333	691	499	665	339
ENSMUSG00000033993	0	0	1	4	2	0	0	2	8	15	1	1	1	1	1
ENSMUSG00000033991	2689	3259	3685	3338	2094	3045	2512	3223	3409	4632	2126	3538	2842	3523	1529
ENSMUSG00000029526	8	8	10	15	4	8	8	8	4	6	4	5	5	8	6
ENSMUSG00000029528	6948	6927	7682	11179	4140	5635	6755	5680	7589	9909	4531	9051	6830	7379	4530
ENSMUSG00000029522	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0
ENSMUSG00000029524	3692	3592	4221	5062	2379	2804	3255	3222	3723	5006	2569	4357	3143	3641	2317
ENSMUSG00000033998	16726	15888	18201	16237	10027	12659	11643	14291	14415	18234	9024	14781	13391	12941	9204
ENSMUSG00000029521	154	126	145	192	75	97	105	109	276	347	64	333	218	398	102
ENSMUSG00000066530	62	84	93	159	62	72	72	91	96	157	84	121	68	105	52
ENSMUSG00000033983	3011	3208	4096	3436	2116	2862	2516	3051	3186	3937	2131	3237	2970	2996	1964
ENSMUSG00000033981	72969	85456	99299	76737	54601	77355	56126	71438	76690	102780	49971	78032	62694	76116	40461
ENSMUSG00000029538	4814	5360	5455	7327	3016	4199	4145	3756	5001	7001	3037	6264	3895	4338	2826
ENSMUSG00000029535	1770	2102	2286	2476	1174	1656	1598	1565	1831	2434	1165	2115	1786	1796	1276
ENSMUSG00000033987	449	580	633	855	343	455	608	470	465	799	378	580	445	509	322
ENSMUSG00000029536	5461	5405	6777	6719	3690	4953	4407	4631	5468	7542	3638	6054	5467	5625	3527
ENSMUSG00000033985	813	609	994	858	553	719	821	759	1127	1432	589	1430	858	1179	541
ENSMUSG00000029534	2507	3051	3137	3736	1474	2155	1928	1833	2218	2827	1538	2878	2469	2554	1336
ENSMUSG00000029530	20	19	42	35	16	30	23	9	39	48	4	25	30	22	5
ENSMUSG00000066543	2388	2432	3040	3782	1581	2123	2100	2517	2976	4460	1684	3772	2577	3017	1662
ENSMUSG00000066510	100	120	92	163	48	107	60	47	92	134	56	103	36	62	34
ENSMUSG00000043226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031712	178	140	167	199	115	124	165	162	252	328	83	243	187	188	95
ENSMUSG00000031714	4287	3326	3666	4731	2843	3778	5386	4558	7518	7280	2402	10095	5589	7622	3274
ENSMUSG00000031715	8956	10604	12003	10433	6700	8518	7627	8684	9640	12498	5964	11070	8723	10410	5142
ENSMUSG00000031710	17	16	14	37	8	5	19	24	10	20	9	1	13	17	3
ENSMUSG00000031711	3185	3563	4335	4342	2317	3147	2877	2765	3294	4524	2216	4016	3033	3339	2034
ENSMUSG00000024054	4464	5234	5930	5584	3179	4532	3982	4352	5601	6605	3019	5709	4638	5393	2798
ENSMUSG00000024053	511	327	460	438	254	476	514	606	903	941	273	1069	561	778	389
ENSMUSG00000024052	14683	19387	19446	20601	11309	14591	13250	12538	15059	22049	11258	16815	14504	16625	8225
ENSMUSG00000070530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024050	8506	8618	9972	13080	5793	7860	7822	7265	8744	12034	6530	9829	8043	8861	5725
ENSMUSG00000070532	523	626	705	922	374	476	545	607	779	1231	324	1241	603	1025	372
ENSMUSG00000033972	2090	2616	2993	2993	1486	2047	2070	1894	2161	2979	1576	2707	2036	2449	1499
ENSMUSG00000070531	0	0	0	0	0	0	4	1	3	0	0	0	0	0	0
ENSMUSG00000033970	685	658	997	852	581	737	653	706	903	1200	480	855	747	774	464
ENSMUSG00000070533	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0
ENSMUSG00000080046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043223	56	70	99	87	60	55	62	80	83	152	47	90	44	55	66
ENSMUSG00000024059	8235	7810	9028	7754	5203	6876	5587	7052	7112	9496	4589	9262	6939	7409	4703
ENSMUSG00000066516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066515	0	0	0	9	2	1	0	0	0	1	0	1	6	1	1
ENSMUSG00000024056	8	9	42	12	9	26	26	25	34	33	7	57	19	36	11
ENSMUSG00000066513	0	1	3	2	8	6	3	0	7	7	1	1	3	1	6
ENSMUSG00000024055	1320	1169	1616	1941	1151	1382	1357	1520	2244	2587	985	2247	1673	1920	956
ENSMUSG00000066512	4	8	3	5	2	2	4	1	0	1	3	7	2	1	1
